,index,season,episode,episode_num,rank,missc,contestant,outcome,eliminated,participant,minichalw,finale,penultimate
485,486,S04,11,S04E11,4.0,1.0,Latrice Royale,,1.0,1,0.0,0,0
495,496,S04,14,S04E14,1.0,0.0,Sharon Needles,QUEEN SUPREME,0.0,1,0.0,1,0
496,497,S04,14,S04E14,2.0,0.0,Chad Michaels,FINALE,0.0,1,0.0,1,0
497,498,S04,14,S04E14,2.0,0.0,Phi Phi O'Hara,FINALE,0.0,1,0.0,1,0
508,509,S05,1,S05E1,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
509,510,S05,1,S05E1,2.0,0.0,Alaska,,0.0,1,0.0,0,0
510,511,S05,1,S05E1,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
511,512,S05,1,S05E1,4.0,0.0,Detox,,0.0,1,1.0,0,0
512,513,S05,1,S05E1,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
513,514,S05,1,S05E1,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
514,515,S05,1,S05E1,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
515,516,S05,1,S05E1,8.0,0.0,Jade Jolie,,0.0,1,0.0,0,0
516,517,S05,1,S05E1,9.0,0.0,Lineysha Sparx,,0.0,1,0.0,0,0
517,518,S05,1,S05E1,10.0,0.0,Honey Mahogany,,0.0,1,0.0,0,0
518,519,S05,1,S05E1,10.0,0.0,Vivienne Pinay,,0.0,1,0.0,0,0
519,520,S05,1,S05E1,12.0,0.0,Monica Beverly Hillz,,0.0,1,0.0,0,0
520,521,S05,1,S05E1,13.0,0.0,Serena Cha Cha,,0.0,1,0.0,0,0
521,522,S05,1,S05E1,14.0,0.0,Penny Tration,,1.0,1,0.0,0,0
522,523,S05,2,S05E2,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
523,524,S05,2,S05E2,2.0,0.0,Alaska,,0.0,1,0.0,0,0
524,525,S05,2,S05E2,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
525,526,S05,2,S05E2,4.0,0.0,Detox,,0.0,1,0.0,0,0
526,527,S05,2,S05E2,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
527,528,S05,2,S05E2,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
528,529,S05,2,S05E2,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
529,530,S05,2,S05E2,8.0,0.0,Jade Jolie,,0.0,1,0.0,0,0
530,531,S05,2,S05E2,9.0,0.0,Lineysha Sparx,,0.0,1,0.0,0,0
531,532,S05,2,S05E2,10.0,0.0,Honey Mahogany,,0.0,1,0.0,0,0
532,533,S05,2,S05E2,10.0,0.0,Vivienne Pinay,,0.0,1,0.0,0,0
533,534,S05,2,S05E2,12.0,0.0,Monica Beverly Hillz,,0.0,1,0.0,0,0
534,535,S05,2,S05E2,13.0,0.0,Serena Cha Cha,,0.0,1,0.0,0,0
536,537,S05,3,S05E3,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
537,538,S05,3,S05E3,2.0,0.0,Alaska,,0.0,1,0.0,0,0
538,539,S05,3,S05E3,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
539,540,S05,3,S05E3,4.0,0.0,Detox,,0.0,1,0.0,0,0
540,541,S05,3,S05E3,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
541,542,S05,3,S05E3,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
542,543,S05,3,S05E3,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
543,544,S05,3,S05E3,8.0,0.0,Jade Jolie,,0.0,1,0.0,0,0
544,545,S05,3,S05E3,9.0,0.0,Lineysha Sparx,,0.0,1,0.0,0,0
545,546,S05,3,S05E3,10.0,0.0,Honey Mahogany,,0.0,1,0.0,0,0
546,547,S05,3,S05E3,10.0,0.0,Vivienne Pinay,,0.0,1,0.0,0,0
547,548,S05,3,S05E3,12.0,0.0,Monica Beverly Hillz,,1.0,1,0.0,0,0
550,551,S05,4,S05E4,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
551,552,S05,4,S05E4,2.0,0.0,Alaska,,0.0,1,0.0,0,0
552,553,S05,4,S05E4,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
553,554,S05,4,S05E4,4.0,0.0,Detox,,0.0,1,0.0,0,0
554,555,S05,4,S05E4,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
555,556,S05,4,S05E4,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
556,557,S05,4,S05E4,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
557,558,S05,4,S05E4,8.0,0.0,Jade Jolie,,0.0,1,0.0,0,0
558,559,S05,4,S05E4,9.0,0.0,Lineysha Sparx,,0.0,1,0.0,0,0
559,560,S05,4,S05E4,10.0,0.0,Honey Mahogany,,1.0,1,0.0,0,0
560,561,S05,4,S05E4,10.0,0.0,Vivienne Pinay,,1.0,1,0.0,0,0
564,565,S05,5,S05E5,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
565,566,S05,5,S05E5,2.0,0.0,Alaska,,0.0,1,0.0,0,0
566,567,S05,5,S05E5,2.0,0.0,Roxxxy Andrews,,0.0,1,1.0,0,0
567,568,S05,5,S05E5,4.0,0.0,Detox,,0.0,1,1.0,0,0
568,569,S05,5,S05E5,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
569,570,S05,5,S05E5,6.0,0.0,Alyssa Edwards,,0.0,1,1.0,0,0
570,571,S05,5,S05E5,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
571,572,S05,5,S05E5,8.0,0.0,Jade Jolie,,0.0,1,0.0,0,0
572,573,S05,5,S05E5,9.0,0.0,Lineysha Sparx,,1.0,1,0.0,0,0
578,579,S05,6,S05E6,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
579,580,S05,6,S05E6,2.0,0.0,Alaska,,0.0,1,0.0,0,0
580,581,S05,6,S05E6,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
581,582,S05,6,S05E6,4.0,0.0,Detox,,0.0,1,1.0,0,0
582,583,S05,6,S05E6,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
583,584,S05,6,S05E6,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
584,585,S05,6,S05E6,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
585,586,S05,6,S05E6,8.0,0.0,Jade Jolie,,1.0,1,0.0,0,0
592,593,S05,7,S05E7,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
593,594,S05,7,S05E7,2.0,0.0,Alaska,,0.0,1,1.0,0,0
594,595,S05,7,S05E7,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
595,596,S05,7,S05E7,4.0,0.0,Detox,,0.0,1,0.0,0,0
596,597,S05,7,S05E7,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
597,598,S05,7,S05E7,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
598,599,S05,7,S05E7,7.0,1.0,Ivy Winters,,0.0,1,0.0,0,0
606,607,S05,8,S05E8,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
607,608,S05,8,S05E8,2.0,0.0,Alaska,,0.0,1,0.0,0,0
608,609,S05,8,S05E8,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
609,610,S05,8,S05E8,4.0,0.0,Detox,,0.0,1,0.0,0,0
610,611,S05,8,S05E8,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
611,612,S05,8,S05E8,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
612,613,S05,8,S05E8,7.0,1.0,Ivy Winters,,0.0,1,1.0,0,0
620,621,S05,9,S05E9,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
621,622,S05,9,S05E9,2.0,0.0,Alaska,,0.0,1,0.0,0,0
622,623,S05,9,S05E9,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
623,624,S05,9,S05E9,4.0,0.0,Detox,,0.0,1,0.0,0,0
624,625,S05,9,S05E9,5.0,0.0,Coco Montrese,,0.0,1,0.0,0,0
625,626,S05,9,S05E9,6.0,0.0,Alyssa Edwards,,0.0,1,0.0,0,0
634,635,S05,10,S05E10,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
635,636,S05,10,S05E10,2.0,0.0,Alaska,,0.0,1,1.0,0,0
636,637,S05,10,S05E10,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
637,638,S05,10,S05E10,4.0,0.0,Detox,,0.0,1,0.0,0,0
638,639,S05,10,S05E10,5.0,0.0,Coco Montrese,,1.0,1,0.0,0,0
648,649,S05,11,S05E11,1.0,0.0,Jinkx Monsoon,,0.0,1,0.0,0,0
649,650,S05,11,S05E11,2.0,0.0,Alaska,,0.0,1,1.0,0,0
650,651,S05,11,S05E11,2.0,0.0,Roxxxy Andrews,,0.0,1,0.0,0,0
651,652,S05,11,S05E11,4.0,0.0,Detox,,1.0,1,0.0,0,0
662,663,S05,14,S05E14,1.0,0.0,Jinkx Monsoon,QUEEN SUPREME,0.0,1,0.0,1,0
663,664,S05,14,S05E14,2.0,0.0,Alaska,FINALE,0.0,1,0.0,1,0
664,665,S05,14,S05E14,2.0,0.0,Roxxxy Andrews,FINALE,0.0,1,0.0,1,0
677,678,S06,1,S06E1,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
680,681,S06,1,S06E1,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
683,684,S06,1,S06E1,8.0,0.0,Laganja Estranja,,0.0,1,1.0,0,0
685,686,S06,1,S06E1,10.0,0.0,Gia Gunn,,0.0,1,0.0,0,0
686,687,S06,1,S06E1,11.0,0.0,April Carrión,,0.0,1,0.0,0,0
687,688,S06,1,S06E1,12.0,0.0,Vivacious,,0.0,1,0.0,0,0
689,690,S06,1,S06E1,13.0,0.0,Kelly Mantle,,1.0,1,0.0,0,0
690,691,S06,2,S06E2,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
692,693,S06,2,S06E2,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
693,694,S06,2,S06E2,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
695,696,S06,2,S06E2,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
696,697,S06,2,S06E2,7.0,0.0,Trinity K. Bonet,,0.0,1,1.0,0,0
698,699,S06,2,S06E2,9.0,0.0,Milk,,0.0,1,0.0,0,0
702,703,S06,2,S06E2,13.0,0.0,Magnolia Crawford,,1.0,1,0.0,0,0
704,705,S06,3,S06E3,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
705,706,S06,3,S06E3,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
706,707,S06,3,S06E3,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
707,708,S06,3,S06E3,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
708,709,S06,3,S06E3,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
709,710,S06,3,S06E3,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
710,711,S06,3,S06E3,7.0,0.0,Trinity K. Bonet,,0.0,1,0.0,0,0
711,712,S06,3,S06E3,8.0,0.0,Laganja Estranja,,0.0,1,0.0,0,0
712,713,S06,3,S06E3,9.0,0.0,Milk,,0.0,1,0.0,0,0
713,714,S06,3,S06E3,10.0,0.0,Gia Gunn,,0.0,1,0.0,0,0
714,715,S06,3,S06E3,11.0,0.0,April Carrión,,0.0,1,0.0,0,0
715,716,S06,3,S06E3,12.0,0.0,Vivacious,,1.0,1,0.0,0,0
718,719,S06,4,S06E4,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
719,720,S06,4,S06E4,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
720,721,S06,4,S06E4,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
721,722,S06,4,S06E4,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
722,723,S06,4,S06E4,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
723,724,S06,4,S06E4,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
724,725,S06,4,S06E4,7.0,0.0,Trinity K. Bonet,,0.0,1,0.0,0,0
725,726,S06,4,S06E4,8.0,0.0,Laganja Estranja,,0.0,1,0.0,0,0
726,727,S06,4,S06E4,9.0,0.0,Milk,,0.0,1,0.0,0,0
727,728,S06,4,S06E4,10.0,0.0,Gia Gunn,,0.0,1,0.0,0,0
728,729,S06,4,S06E4,11.0,0.0,April Carrión,,1.0,1,0.0,0,0
732,733,S06,5,S06E5,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
733,734,S06,5,S06E5,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
734,735,S06,5,S06E5,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
735,736,S06,5,S06E5,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
736,737,S06,5,S06E5,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
737,738,S06,5,S06E5,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
738,739,S06,5,S06E5,7.0,0.0,Trinity K. Bonet,,0.0,1,0.0,0,0
739,740,S06,5,S06E5,8.0,0.0,Laganja Estranja,,0.0,1,0.0,0,0
740,741,S06,5,S06E5,9.0,0.0,Milk,,0.0,1,0.0,0,0
741,742,S06,5,S06E5,10.0,0.0,Gia Gunn,,1.0,1,0.0,0,0
746,747,S06,6,S06E6,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
747,748,S06,6,S06E6,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
748,749,S06,6,S06E6,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
749,750,S06,6,S06E6,4.0,0.0,Darienne Lake,,0.0,1,1.0,0,0
750,751,S06,6,S06E6,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
751,752,S06,6,S06E6,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
752,753,S06,6,S06E6,7.0,0.0,Trinity K. Bonet,,0.0,1,0.0,0,0
753,754,S06,6,S06E6,8.0,0.0,Laganja Estranja,,0.0,1,0.0,0,0
754,755,S06,6,S06E6,9.0,0.0,Milk,,1.0,1,0.0,0,0
760,761,S06,7,S06E7,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
761,762,S06,7,S06E7,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
762,763,S06,7,S06E7,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
763,764,S06,7,S06E7,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
764,765,S06,7,S06E7,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
765,766,S06,7,S06E7,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
766,767,S06,7,S06E7,7.0,0.0,Trinity K. Bonet,,0.0,1,0.0,0,0
767,768,S06,7,S06E7,8.0,0.0,Laganja Estranja,,0.0,1,1.0,0,0
774,775,S06,8,S06E8,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
775,776,S06,8,S06E8,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
776,777,S06,8,S06E8,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
777,778,S06,8,S06E8,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
778,779,S06,8,S06E8,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
779,780,S06,8,S06E8,6.0,0.0,Joslyn Fox,,0.0,1,1.0,0,0
780,781,S06,8,S06E8,7.0,0.0,Trinity K. Bonet,,0.0,1,0.0,0,0
781,782,S06,8,S06E8,8.0,0.0,Laganja Estranja,,1.0,1,0.0,0,0
788,789,S06,9,S06E9,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
789,790,S06,9,S06E9,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
790,791,S06,9,S06E9,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
791,792,S06,9,S06E9,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
792,793,S06,9,S06E9,5.0,1.0,BenDeLaCreme,,0.0,1,1.0,0,0
793,794,S06,9,S06E9,6.0,0.0,Joslyn Fox,,0.0,1,0.0,0,0
794,795,S06,9,S06E9,7.0,0.0,Trinity K. Bonet,,1.0,1,0.0,0,0
802,803,S06,10,S06E10,1.0,0.0,Bianca Del Rio,,0.0,1,1.0,0,0
803,804,S06,10,S06E10,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
804,805,S06,10,S06E10,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
805,806,S06,10,S06E10,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
806,807,S06,10,S06E10,5.0,1.0,BenDeLaCreme,,0.0,1,0.0,0,0
807,808,S06,10,S06E10,6.0,0.0,Joslyn Fox,,1.0,1,0.0,0,0
816,817,S06,11,S06E11,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,0
817,818,S06,11,S06E11,2.0,0.0,Adore Delano,,0.0,1,0.0,0,0
818,819,S06,11,S06E11,2.0,0.0,Courtney Act,,0.0,1,0.0,0,0
819,820,S06,11,S06E11,4.0,0.0,Darienne Lake,,0.0,1,0.0,0,0
820,821,S06,11,S06E11,5.0,1.0,BenDeLaCreme,,0.0,1,1.0,0,0
830,831,S06,12,S06E12,1.0,0.0,Bianca Del Rio,,0.0,1,0.0,0,1
831,832,S06,12,S06E12,2.0,0.0,Adore Delano,,0.0,1,0.0,0,1
832,833,S06,12,S06E12,2.0,0.0,Courtney Act,,0.0,1,0.0,0,1
833,834,S06,12,S06E12,4.0,0.0,Darienne Lake,,1.0,1,0.0,0,1
844,845,S06,14,S06E14,1.0,0.0,Bianca Del Rio,QUEEN SUPREME,0.0,1,0.0,1,0
845,846,S06,14,S06E14,2.0,0.0,Adore Delano,FINALE,0.0,1,0.0,1,0
846,847,S06,14,S06E14,2.0,0.0,Courtney Act,FINALE,0.0,1,0.0,1,0
858,859,S07,1,S07E1,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
859,860,S07,1,S07E1,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
860,861,S07,1,S07E1,2.0,0.0,Pearl,,0.0,1,0.0,0,0
861,862,S07,1,S07E1,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
862,863,S07,1,S07E1,5.0,1.0,Katya,,0.0,1,0.0,0,0
863,864,S07,1,S07E1,6.0,0.0,Trixie Mattel,,0.0,1,0.0,0,0
864,865,S07,1,S07E1,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
865,866,S07,1,S07E1,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
866,867,S07,1,S07E1,9.0,0.0,Max,,0.0,1,0.0,0,0
867,868,S07,1,S07E1,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
868,869,S07,1,S07E1,11.0,0.0,Mrs. Kasha Davis,,0.0,1,0.0,0,0
869,870,S07,1,S07E1,12.0,0.0,Jasmine Masters,,0.0,1,0.0,0,0
870,871,S07,1,S07E1,13.0,0.0,Sasha Belle,,0.0,1,0.0,0,0
871,872,S07,1,S07E1,14.0,0.0,Tempest DuJour,,1.0,1,0.0,0,0
872,873,S07,2,S07E2,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
873,874,S07,2,S07E2,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
874,875,S07,2,S07E2,2.0,0.0,Pearl,,0.0,1,0.0,0,0
875,876,S07,2,S07E2,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
876,877,S07,2,S07E2,5.0,1.0,Katya,,0.0,1,0.0,0,0
877,878,S07,2,S07E2,6.0,0.0,Trixie Mattel,,0.0,1,0.0,0,0
878,879,S07,2,S07E2,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
879,880,S07,2,S07E2,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
880,881,S07,2,S07E2,9.0,0.0,Max,,0.0,1,0.0,0,0
881,882,S07,2,S07E2,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
882,883,S07,2,S07E2,11.0,0.0,Mrs. Kasha Davis,,0.0,1,0.0,0,0
883,884,S07,2,S07E2,12.0,0.0,Jasmine Masters,,0.0,1,0.0,0,0
884,885,S07,2,S07E2,13.0,0.0,Sasha Belle,,1.0,1,0.0,0,0
886,887,S07,3,S07E3,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
887,888,S07,3,S07E3,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
888,889,S07,3,S07E3,2.0,0.0,Pearl,,0.0,1,0.0,0,0
889,890,S07,3,S07E3,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
890,891,S07,3,S07E3,5.0,1.0,Katya,,0.0,1,0.0,0,0
891,892,S07,3,S07E3,6.0,0.0,Trixie Mattel,,0.0,1,0.0,0,0
892,893,S07,3,S07E3,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
893,894,S07,3,S07E3,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
894,895,S07,3,S07E3,9.0,0.0,Max,,0.0,1,0.0,0,0
895,896,S07,3,S07E3,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
896,897,S07,3,S07E3,11.0,0.0,Mrs. Kasha Davis,,0.0,1,0.0,0,0
897,898,S07,3,S07E3,12.0,0.0,Jasmine Masters,,1.0,1,0.0,0,0
900,901,S07,4,S07E4,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
901,902,S07,4,S07E4,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
902,903,S07,4,S07E4,2.0,0.0,Pearl,,0.0,1,0.0,0,0
903,904,S07,4,S07E4,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
904,905,S07,4,S07E4,5.0,1.0,Katya,,0.0,1,0.0,0,0
905,906,S07,4,S07E4,6.0,0.0,Trixie Mattel,,1.0,1,0.0,0,0
906,907,S07,4,S07E4,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
907,908,S07,4,S07E4,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
908,909,S07,4,S07E4,9.0,0.0,Max,,0.0,1,0.0,0,0
909,910,S07,4,S07E4,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
910,911,S07,4,S07E4,11.0,0.0,Mrs. Kasha Davis,,0.0,1,0.0,0,0
914,915,S07,5,S07E5,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
915,916,S07,5,S07E5,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
916,917,S07,5,S07E5,2.0,0.0,Pearl,,0.0,1,0.0,0,0
917,918,S07,5,S07E5,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
918,919,S07,5,S07E5,5.0,1.0,Katya,,0.0,1,1.0,0,0
920,921,S07,5,S07E5,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
921,922,S07,5,S07E5,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
922,923,S07,5,S07E5,9.0,0.0,Max,,0.0,1,0.0,0,0
923,924,S07,5,S07E5,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
924,925,S07,5,S07E5,11.0,0.0,Mrs. Kasha Davis,,0.0,1,1.0,0,0
928,929,S07,6,S07E6,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
929,930,S07,6,S07E6,2.0,0.0,Ginger Minj,,0.0,1,1.0,0,0
930,931,S07,6,S07E6,2.0,0.0,Pearl,,0.0,1,0.0,0,0
931,932,S07,6,S07E6,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
932,933,S07,6,S07E6,5.0,1.0,Katya,,0.0,1,0.0,0,0
934,935,S07,6,S07E6,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
935,936,S07,6,S07E6,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
936,937,S07,6,S07E6,9.0,0.0,Max,,0.0,1,0.0,0,0
937,938,S07,6,S07E6,10.0,0.0,Kandy Ho,,1.0,1,0.0,0,0
942,943,S07,7,S07E7,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
943,944,S07,7,S07E7,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
944,945,S07,7,S07E7,2.0,0.0,Pearl,,0.0,1,0.0,0,0
945,946,S07,7,S07E7,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
946,947,S07,7,S07E7,5.0,1.0,Katya,,0.0,1,0.0,0,0
948,949,S07,7,S07E7,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
949,950,S07,7,S07E7,8.0,0.0,Jaidynn Diore Fierce,,0.0,1,0.0,0,0
950,951,S07,7,S07E7,9.0,0.0,Max,,1.0,1,0.0,0,0
956,957,S07,8,S07E8,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
957,958,S07,8,S07E8,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
958,959,S07,8,S07E8,2.0,0.0,Pearl,,0.0,1,0.0,0,0
959,960,S07,8,S07E8,4.0,0.0,Kennedy Davenport,,0.0,1,1.0,0,0
960,961,S07,8,S07E8,5.0,1.0,Katya,,0.0,1,0.0,0,0
961,962,S07,8,S07E8,6.0,0.0,Trixie Mattel,,0.0,1,0.0,0,0
962,963,S07,8,S07E8,7.0,0.0,Miss Fame,,0.0,1,0.0,0,0
963,964,S07,8,S07E8,8.0,0.0,Jaidynn Diore Fierce,,1.0,1,0.0,0,0
964,965,S07,8,S07E8,9.0,0.0,Max,,0.0,1,0.0,0,0
965,966,S07,8,S07E8,10.0,0.0,Kandy Ho,,0.0,1,0.0,0,0
966,967,S07,8,S07E8,11.0,0.0,Mrs. Kasha Davis,,0.0,1,0.0,0,0
967,968,S07,8,S07E8,12.0,0.0,Jasmine Masters,,0.0,1,0.0,0,0
968,969,S07,8,S07E8,13.0,0.0,Sasha Belle,,0.0,1,0.0,0,0
969,970,S07,8,S07E8,14.0,0.0,Tempest DuJour,,0.0,1,0.0,0,0
970,971,S07,9,S07E9,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
971,972,S07,9,S07E9,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
972,973,S07,9,S07E9,2.0,0.0,Pearl,,0.0,1,0.0,0,0
973,974,S07,9,S07E9,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
974,975,S07,9,S07E9,5.0,1.0,Katya,,0.0,1,0.0,0,0
975,976,S07,9,S07E9,6.0,0.0,Trixie Mattel,,0.0,1,1.0,0,0
976,977,S07,9,S07E9,7.0,0.0,Miss Fame,,1.0,1,0.0,0,0
984,985,S07,10,S07E10,1.0,0.0,Violet Chachki,,0.0,1,1.0,0,0
985,986,S07,10,S07E10,2.0,0.0,Ginger Minj,,0.0,1,0.0,0,0
986,987,S07,10,S07E10,2.0,0.0,Pearl,,0.0,1,0.0,0,0
987,988,S07,10,S07E10,4.0,0.0,Kennedy Davenport,,0.0,1,0.0,0,0
988,989,S07,10,S07E10,5.0,1.0,Katya,,0.0,1,0.0,0,0
989,990,S07,10,S07E10,6.0,0.0,Trixie Mattel,,1.0,1,0.0,0,0
998,999,S07,11,S07E11,1.0,0.0,Violet Chachki,,0.0,1,0.0,0,0
999,1000,S07,11,S07E11,2.0,0.0,Ginger Minj,,0.0,1,1.0,0,0
1000,1001,S07,11,S07E11,2.0,0.0,Pearl,,0.0,1,0.0,0,0
